age, man, woman
1, 0.01, 0.01
2, 0.05, 0.05
3, 0.02, 0.02
4, 0.06, 0.06
5, 0.07, 0.07
6, 0.12, 0.12
7, 0.12, 0.12
8, 0.18, 0.18
9, 0.18, 0.18
10, 0.19, 0.19
11, 0.22, 0.22
12, 0.33, 0.33
13, 0.36, 0.36
14, 0.29, 0.29
15, 0.58, 0.58
16, 0.48, 0.48
17, 0.56, 0.56
18, 0.56, 0.56
19, 0.53, 0.53
20, 0.66, 0.66
21, 0.64, 0.64
22, 0.62, 0.62
23, 0.65, 0.65
24, 0.87, 0.87
25, 0.85, 0.85
26, 0.79, 0.79
27, 0.9, 0.9
28, 0.84, 0.84
29, 1.04, 1.04
30, 1.15, 1.15
31, 1.32, 1.32
32, 1.23, 1.23
33, 1.27, 1.27
34, 1.31, 1.31
35, 0.95, 0.95
36, 1.24, 1.24
37, 1.02, 1.02
38, 1.08, 1.08
39, 1.42, 1.42
40, 1.36, 1.36
41, 1.35, 1.35
42, 1.37, 1.37
43, 1.47, 1.47
44, 1.19, 1.19
45, 1.5, 1.5
46, 1.62, 1.62
47, 1.62, 1.62
48, 1.31, 1.31
49, 1.59, 1.59
50, 1.36, 1.36
51, 1.52, 1.52
52, 1.43, 1.43
53, 1.55, 1.55
54, 1.61, 1.61
55, 1.6, 1.6
56, 1.55, 1.55
57, 1.54, 1.54
58, 1.5, 1.5
59, 1.44, 1.44
60, 1.47, 1.47
61, 1.7, 1.7
62, 1.5, 1.5
63, 1.54, 1.54
64, 1.3, 1.3
65, 1.45, 1.45
66, 1.36, 1.36
67, 1.08, 1.08
68, 1.24, 1.24
69, 1.26, 1.26
70, 1.39, 1.39
71, 1.23, 1.23
72, 1.26, 1.26
73, 1.34, 1.34
74, 1.23, 1.23
75, 1.33, 1.33
76, 1.16, 1.16
77, 1.36, 1.36
78, 1.05, 1.05
79, 1.02, 1.02
80, 0.99, 0.99
81, 0.97, 0.97
82, 0.95, 0.95
83, 0.79, 0.79
84, 0.93, 0.93
85, 0.76, 0.76
86, 0.86, 0.86
87, 0.74, 0.74
88, 0.8, 0.8
89, 0.68, 0.68
90, 0.62, 0.62
91, 0.57, 0.57
92, 0.56, 0.56
93, 0.62, 0.62
94, 0.41, 0.41
95, 0.48, 0.48
96, 0.67, 0.67
97, 0.49, 0.49
98, 0.53, 0.53
99, 0.47, 0.47
100, 0.39, 0.39
