age, man, woman
1, 0, 0
2, 0.02, 0.02
3, 0.02, 0.02
4, 0.02, 0.02
5, 0.09, 0.09
6, 0.18, 0.18
7, 0.2, 0.2
8, 0.21, 0.21
9, 0.27, 0.27
10, 0.34, 0.34
11, 0.27, 0.27
12, 0.35, 0.35
13, 0.35, 0.35
14, 0.47, 0.47
15, 0.32, 0.32
16, 0.55, 0.55
17, 0.42, 0.42
18, 0.58, 0.58
19, 0.72, 0.72
20, 0.71, 0.71
21, 0.64, 0.64
22, 0.88, 0.88
23, 0.92, 0.92
24, 0.88, 0.88
25, 0.71, 0.71
26, 0.83, 0.83
27, 0.91, 0.91
28, 1.08, 1.08
29, 0.97, 0.97
30, 1.1, 1.1
31, 1.01, 1.01
32, 1.26, 1.26
33, 1.19, 1.19
34, 1.17, 1.17
35, 1.35, 1.35
36, 1.28, 1.28
37, 1.28, 1.28
38, 1.39, 1.39
39, 1.49, 1.49
40, 1.46, 1.46
41, 1.3, 1.3
42, 1.46, 1.46
43, 1.37, 1.37
44, 1.12, 1.12
45, 1.38, 1.38
46, 1.45, 1.45
47, 1.49, 1.49
48, 1.25, 1.25
49, 1.32, 1.32
50, 1.51, 1.51
51, 1.57, 1.57
52, 1.7, 1.7
53, 1.6, 1.6
54, 1.59, 1.59
55, 1.33, 1.33
56, 1.54, 1.54
57, 1.71, 1.71
58, 1.48, 1.48
59, 1.15, 1.15
60, 1.41, 1.41
61, 1.18, 1.18
62, 1.38, 1.38
63, 1.26, 1.26
64, 1.31, 1.31
65, 1.33, 1.33
66, 1.39, 1.39
67, 1.45, 1.45
68, 1.13, 1.13
69, 1.29, 1.29
70, 1.29, 1.29
71, 1.05, 1.05
72, 1.14, 1.14
73, 1.13, 1.13
74, 1.03, 1.03
75, 0.95, 0.95
76, 0.98, 0.98
77, 0.93, 0.93
78, 1.05, 1.05
79, 1.03, 1.03
80, 0.98, 0.98
81, 0.87, 0.87
82, 0.84, 0.84
83, 0.9, 0.9
84, 1.02, 1.02
85, 0.85, 0.85
86, 0.58, 0.58
87, 0.61, 0.61
88, 0.77, 0.77
89, 0.73, 0.73
90, 0.57, 0.57
91, 0.61, 0.61
92, 0.59, 0.59
93, 0.75, 0.75
94, 0.46, 0.46
95, 0.61, 0.61
96, 0.52, 0.52
97, 0.53, 0.53
98, 0.45, 0.45
99, 0.43, 0.43
100, 0.44, 0.44
