age, man, woman
8, 0.28, 0.28
9, 0.31, 0.31
10, 0.36, 0.36
11, 0.37, 0.37
12, 0.47, 0.47
13, 0.57, 0.57
14, 0.5, 0.5
15, 0.46, 0.46
16, 0.76, 0.76
17, 0.63, 0.63
18, 0.68, 0.68
19, 0.8, 0.8
20, 0.88, 0.88
21, 0.92, 0.92
22, 0.9, 0.9
23, 0.96, 0.96
24, 1, 1
25, 1.05, 1.05
26, 1.11, 1.11
27, 1.12, 1.12
28, 1.26, 1.26
29, 1.22, 1.22
30, 1.37, 1.37
31, 1.31, 1.31
32, 1.26, 1.26
33, 1.41, 1.41
34, 1.48, 1.48
35, 1.45, 1.45
36, 1.49, 1.49
37, 1.39, 1.39
38, 1.67, 1.67
39, 1.87, 1.87
40, 1.38, 1.38
41, 1.64, 1.64
42, 1.61, 1.61
43, 1.29, 1.29
44, 1.61, 1.61
45, 1.4, 1.4
46, 1.84, 1.84
47, 1.51, 1.51
48, 1.29, 1.29
49, 1.52, 1.52
50, 1.61, 1.61
51, 1.7, 1.7
52, 1.42, 1.42
53, 1.53, 1.53
54, 1.37, 1.37
55, 1.6, 1.6
56, 1.31, 1.31
57, 1.42, 1.42
58, 1.64, 1.64
59, 1.38, 1.38
60, 1.35, 1.35
61, 1.26, 1.26
62, 1.26, 1.26
63, 1.29, 1.29
64, 1.35, 1.35
65, 1.27, 1.27
66, 1.24, 1.24
67, 1.32, 1.32
68, 1, 1
69, 1.17, 1.17
70, 1.21, 1.21
71, 1.18, 1.18
72, 1.1, 1.1
73, 1, 1
74, 1.04, 1.04
75, 0.86, 0.86
76, 1.01, 1.01
77, 1.02, 1.02
78, 0.82, 0.82
79, 0.88, 0.88
80, 0.77, 0.77
81, 0.8, 0.8
82, 0.67, 0.67
83, 0.74, 0.74
84, 0.65, 0.65
85, 0.5, 0.5
86, 0.75, 0.75
87, 0.71, 0.71
88, 0.58, 0.58
89, 0.62, 0.62
90, 0.49, 0.49
91, 0.5, 0.5
92, 0.44, 0.44
93, 0.51, 0.51
94, 0.38, 0.38
95, 0.47, 0.47
96, 0.44, 0.44
97, 0.36, 0.36
98, 0.28, 0.28
99, 0.36, 0.36
100, 0.31, 0.31
