age, man, woman
1, 0, 0
2, 0.01, 0.01
3, 0, 0
4, 0.07, 0.07
5, 0.02, 0.02
6, 0.05, 0.05
7, 0.01, 0.01
8, 0.05, 0.05
9, 0.09, 0.09
10, 0.09, 0.09
11, 0.08, 0.08
12, 0.13, 0.13
13, 0.16, 0.16
14, 0.14, 0.14
15, 0.18, 0.18
16, 0.22, 0.22
17, 0.3, 0.3
18, 0.4, 0.4
19, 0.41, 0.41
20, 0.39, 0.39
21, 0.39, 0.39
22, 0.44, 0.44
23, 0.4, 0.4
24, 0.54, 0.54
25, 0.56, 0.56
26, 0.55, 0.55
27, 0.6, 0.6
28, 0.75, 0.75
29, 0.68, 0.68
30, 0.85, 0.85
31, 0.88, 0.88
32, 0.99, 0.99
33, 0.97, 0.97
34, 0.96, 0.96
35, 1.03, 1.03
36, 1.02, 1.02
37, 1.28, 1.28
38, 1.44, 1.44
39, 1.31, 1.31
40, 1.48, 1.48
41, 1.51, 1.51
42, 1.47, 1.47
43, 1.53, 1.53
44, 1.85, 1.85
45, 1.6, 1.6
46, 1.47, 1.47
47, 1.59, 1.59
48, 1.71, 1.71
49, 1.71, 1.71
50, 1.73, 1.73
51, 1.89, 1.89
52, 1.62, 1.62
53, 1.96, 1.96
54, 1.73, 1.73
55, 2.03, 2.03
56, 2.02, 2.02
57, 1.76, 1.76
58, 2.1, 2.1
59, 1.76, 1.76
60, 1.75, 1.75
61, 1.53, 1.53
62, 2.11, 2.11
63, 1.81, 1.81
64, 1.78, 1.78
65, 1.65, 1.65
66, 1.74, 1.74
67, 1.7, 1.7
68, 1.72, 1.72
69, 1.49, 1.49
70, 1.63, 1.63
71, 1.57, 1.57
72, 1.4, 1.4
73, 1.4, 1.4
74, 1.53, 1.53
75, 1.45, 1.45
76, 1.26, 1.26
77, 1.27, 1.27
78, 1.26, 1.26
79, 1.31, 1.31
80, 1.33, 1.33
81, 1.11, 1.11
82, 0.89, 0.89
83, 1.09, 1.09
84, 0.84, 0.84
85, 0.87, 0.87
86, 0.67, 0.67
87, 0.67, 0.67
88, 0.55, 0.55
89, 0.59, 0.59
90, 0.41, 0.41
91, 0.59, 0.59
92, 0.41, 0.41
93, 0.64, 0.64
94, 0.6, 0.6
95, 0.44, 0.44
96, 0.46, 0.46
97, 0.37, 0.37
98, 0.47, 0.47
99, 0.26, 0.26
100, 0.3, 0.3
