age, man, woman
1, 0, 0
2, 0, 0
3, 0, 0
4, 0, 0
5, 0.02, 0.02
6, 0.01, 0.01
7, 0.01, 0.01
8, 0.04, 0.04
9, 0.06, 0.06
10, 0.04, 0.04
11, 0.06, 0.06
12, 0.05, 0.05
13, 0.15, 0.15
14, 0.12, 0.12
15, 0.13, 0.13
16, 0.17, 0.17
17, 0.23, 0.23
18, 0.16, 0.16
19, 0.26, 0.26
20, 0.2, 0.2
21, 0.39, 0.39
22, 0.43, 0.43
23, 0.44, 0.44
24, 0.47, 0.47
25, 0.59, 0.59
26, 0.6, 0.6
27, 0.71, 0.71
28, 0.67, 0.67
29, 0.74, 0.74
30, 0.69, 0.69
31, 0.93, 0.93
32, 0.93, 0.93
33, 0.78, 0.78
34, 0.99, 0.99
35, 1.08, 1.08
36, 1.16, 1.16
37, 1.19, 1.19
38, 1.18, 1.18
39, 1.25, 1.25
40, 1.59, 1.59
41, 1.28, 1.28
42, 1.41, 1.41
43, 1.44, 1.44
44, 1.42, 1.42
45, 1.58, 1.58
46, 1.55, 1.55
47, 1.96, 1.96
48, 1.52, 1.52
49, 1.61, 1.61
50, 1.95, 1.95
51, 1.91, 1.91
52, 1.64, 1.64
53, 1.91, 1.91
54, 1.93, 1.93
55, 1.72, 1.72
56, 2.05, 2.05
57, 1.94, 1.94
58, 1.98, 1.98
59, 1.97, 1.97
60, 1.8, 1.8
61, 2.19, 2.19
62, 1.68, 1.68
63, 1.79, 1.79
64, 1.74, 1.74
65, 1.66, 1.66
66, 2.11, 2.11
67, 1.86, 1.86
68, 1.77, 1.77
69, 1.82, 1.82
70, 1.85, 1.85
71, 1.8, 1.8
72, 1.64, 1.64
73, 1.64, 1.64
74, 1.48, 1.48
75, 1.55, 1.55
76, 1.61, 1.61
77, 1.54, 1.54
78, 1.32, 1.32
79, 1.14, 1.14
80, 1.21, 1.21
81, 1.07, 1.07
82, 0.98, 0.98
83, 0.92, 0.92
84, 0.9, 0.9
85, 0.84, 0.84
86, 0.91, 0.91
87, 0.79, 0.79
88, 0.67, 0.67
89, 0.76, 0.76
90, 0.57, 0.57
91, 0.64, 0.64
92, 0.61, 0.61
93, 0.39, 0.39
94, 0.42, 0.42
95, 0.31, 0.31
96, 0.25, 0.25
97, 0.37, 0.37
98, 0.3, 0.3
99, 0.26, 0.26
100, 0.21, 0.21
