age, man, woman
1, 0, 0
2, 0, 0
3, 0, 0
4, 0, 0
5, 0, 0
6, 0, 0
7, 0, 0
8, 0, 0
9, 0, 0
10, 0, 0
11, 0, 0
12, 0, 0
13, 0.02, 0.02
14, 0.01, 0.01
15, 0, 0
16, 0.02, 0.02
17, 0.01, 0.01
18, 0, 0
19, 0, 0
20, 0.02, 0.02
21, 0.03, 0.03
22, 0.03, 0.03
23, 0.04, 0.04
24, 0.05, 0.05
25, 0.06, 0.06
26, 0.05, 0.05
27, 0.12, 0.12
28, 0.18, 0.18
29, 0.17, 0.17
30, 0.12, 0.12
31, 0.23, 0.23
32, 0.37, 0.37
33, 0.33, 0.33
34, 0.43, 0.43
35, 0.49, 0.49
36, 0.55, 0.55
37, 0.63, 0.63
38, 0.59, 0.59
39, 0.66, 0.66
40, 1.05, 1.05
41, 0.78, 0.78
42, 1.03, 1.03
43, 1.14, 1.14
44, 0.88, 0.88
45, 1.33, 1.33
46, 1.66, 1.66
47, 1.52, 1.52
48, 1.47, 1.47
49, 1.86, 1.86
50, 2.18, 2.18
51, 2.14, 2.14
52, 2.16, 2.16
53, 2.55, 2.55
54, 2.29, 2.29
55, 2.45, 2.45
56, 2.72, 2.72
57, 2.89, 2.89
58, 2.89, 2.89
59, 2.92, 2.92
60, 3.23, 3.23
61, 3.2, 3.2
62, 3.39, 3.39
63, 2.74, 2.74
64, 3.38, 3.38
65, 3.32, 3.32
66, 3.06, 3.06
67, 3.12, 3.12
68, 3.24, 3.24
69, 2.93, 2.93
70, 2.71, 2.71
71, 2.6, 2.6
72, 2.25, 2.25
73, 2.37, 2.37
74, 2.22, 2.22
75, 1.92, 1.92
76, 1.77, 1.77
77, 1.81, 1.81
78, 1.35, 1.35
79, 1.29, 1.29
80, 1.03, 1.03
81, 0.75, 0.75
82, 0.68, 0.68
83, 0.56, 0.56
84, 0.51, 0.51
85, 0.42, 0.42
86, 0.21, 0.21
87, 0.23, 0.23
88, 0.15, 0.15
89, 0.12, 0.12
90, 0.12, 0.12
91, 0.07, 0.07
92, 0.07, 0.07
93, 0.04, 0.04
94, 0.01, 0.01
95, 0, 0
96, 0, 0
97, 0, 0
98, 0, 0
99, 0, 0
100, 0, 0
