age, man, woman
1, 11.67, 11.67
2, 4.16, 4.16
3, 3.56, 3.56
4, 2.82, 2.82
5, 1.9, 1.9
6, 1.84, 1.84
7, 1.7, 1.7
8, 1.48, 1.48
9, 1.26, 1.26
10, 1.59, 1.59
11, 1.52, 1.52
12, 1.08, 1.08
13, 1.21, 1.21
14, 1.06, 1.06
15, 0.97, 0.97
16, 1.14, 1.14
17, 0.9, 0.9
18, 0.86, 0.86
19, 0.81, 0.81
20, 0.95, 0.95
21, 0.78, 0.78
22, 0.76, 0.76
23, 0.85, 0.85
24, 0.77, 0.77
25, 0.79, 0.79
26, 0.8, 0.8
27, 0.65, 0.65
28, 0.62, 0.62
29, 0.65, 0.65
30, 0.72, 0.72
31, 0.45, 0.45
32, 0.55, 0.55
33, 0.48, 0.48
34, 0.5, 0.5
35, 0.67, 0.67
36, 0.39, 0.39
37, 0.5, 0.5
38, 0.32, 0.32
39, 0.43, 0.43
40, 0.32, 0.32
41, 0.4, 0.4
42, 0.53, 0.53
43, 0.4, 0.4
44, 0.41, 0.41
45, 0.44, 0.44
46, 0.47, 0.47
47, 0.28, 0.28
48, 0.33, 0.33
49, 0.37, 0.37
50, 0.35, 0.35
51, 0.32, 0.32
52, 0.34, 0.34
53, 0.33, 0.33
54, 0.28, 0.28
55, 0.34, 0.34
56, 0.34, 0.34
57, 0.26, 0.26
58, 0.29, 0.29
59, 0.32, 0.32
60, 0.23, 0.23
61, 0.36, 0.36
62, 0.38, 0.38
63, 0.29, 0.29
64, 0.29, 0.29
65, 0.24, 0.24
66, 0.35, 0.35
67, 0.27, 0.27
68, 0.35, 0.35
69, 0.16, 0.16
70, 0.23, 0.23
71, 0.24, 0.24
72, 0.26, 0.26
73, 0.23, 0.23
74, 0.18, 0.18
75, 0.22, 0.22
76, 0.2, 0.2
77, 0.19, 0.19
78, 0.24, 0.24
79, 0.21, 0.21
80, 0.26, 0.26
81, 0.19, 0.19
82, 0.18, 0.18
83, 0.28, 0.28
84, 0.24, 0.24
85, 0.24, 0.24
86, 0.22, 0.22
87, 0.14, 0.14
88, 0.23, 0.23
89, 0.26, 0.26
90, 0.16, 0.16
91, 0.17, 0.17
92, 0.12, 0.12
93, 0.17, 0.17
94, 0.21, 0.21
95, 0.19, 0.19
96, 0.21, 0.21
97, 0.17, 0.17
98, 0.13, 0.13
99, 0.25, 0.25
100, 0.19, 0.19
