age, man, woman
1, 0.48, 0.48
2, 0.56, 0.56
3, 0.8, 0.8
4, 0.79, 0.79
5, 1.04, 1.04
6, 0.97, 0.97
7, 1.03, 1.03
8, 0.93, 0.93
9, 0.86, 0.86
10, 1.03, 1.03
11, 1.02, 1.02
12, 1.01, 1.01
13, 1, 1
14, 1.07, 1.07
15, 0.96, 0.96
16, 1.01, 1.01
17, 1.3, 1.3
18, 1.22, 1.22
19, 0.94, 0.94
20, 0.91, 0.91
21, 1.34, 1.34
22, 1.17, 1.17
23, 0.99, 0.99
24, 1.07, 1.07
25, 1.14, 1.14
26, 1.22, 1.22
27, 1.09, 1.09
28, 0.91, 0.91
29, 0.9, 0.9
30, 1.31, 1.31
31, 1.08, 1.08
32, 1.02, 1.02
33, 1.12, 1.12
34, 1.03, 1.03
35, 1.18, 1.18
36, 1.11, 1.11
37, 1, 1
38, 1.12, 1.12
39, 1.02, 1.02
40, 1.11, 1.11
41, 1.07, 1.07
42, 1.08, 1.08
43, 0.92, 0.92
44, 0.92, 0.92
45, 1, 1
46, 1.09, 1.09
47, 0.86, 0.86
48, 1.03, 1.03
49, 0.95, 0.95
50, 0.82, 0.82
51, 0.75, 0.75
52, 1.03, 1.03
53, 0.92, 0.92
54, 0.77, 0.77
55, 0.98, 0.98
56, 0.78, 0.78
57, 0.78, 0.78
58, 0.78, 0.78
59, 0.69, 0.69
60, 0.94, 0.94
61, 0.88, 0.88
62, 0.84, 0.84
63, 0.71, 0.71
64, 0.67, 0.67
65, 0.71, 0.71
66, 0.79, 0.79
67, 0.63, 0.63
68, 0.68, 0.68
69, 0.71, 0.71
70, 0.6, 0.6
71, 0.68, 0.68
72, 0.72, 0.72
73, 0.88, 0.88
74, 0.69, 0.69
75, 0.6, 0.6
76, 0.64, 0.64
77, 0.8, 0.8
78, 0.51, 0.51
79, 0.61, 0.61
80, 0.55, 0.55
81, 0.66, 0.66
82, 0.54, 0.54
83, 0.46, 0.46
84, 0.49, 0.49
85, 0.61, 0.61
86, 0.51, 0.51
87, 0.52, 0.52
88, 0.6, 0.6
89, 0.53, 0.53
90, 0.52, 0.52
91, 0.46, 0.46
92, 0.5, 0.5
93, 0.48, 0.48
94, 0.48, 0.48
95, 0.37, 0.37
96, 0.41, 0.41
97, 0.4, 0.4
98, 0.44, 0.44
99, 0.44, 0.44
100, 0.41, 0.41
