age, man, woman
8, 0.04, 0.04
9, 0.03, 0.03
10, 0.05, 0.05
11, 0.02, 0.02
12, 0.03, 0.03
13, 0.05, 0.05
14, 0.05, 0.05
15, 0.1, 0.1
16, 0.13, 0.13
17, 0.14, 0.14
18, 0.21, 0.21
19, 0.19, 0.19
20, 0.34, 0.34
21, 0.34, 0.34
22, 0.31, 0.31
23, 0.35, 0.35
24, 0.43, 0.43
25, 0.4, 0.4
26, 0.59, 0.59
27, 0.53, 0.53
28, 0.72, 0.72
29, 0.66, 0.66
30, 0.74, 0.74
31, 0.82, 0.82
32, 1.02, 1.02
33, 1.1, 1.1
34, 1.02, 1.02
35, 1.19, 1.19
36, 1.4, 1.4
37, 1.2, 1.2
38, 1.43, 1.43
39, 1.66, 1.66
40, 1.8, 1.8
41, 1.57, 1.57
42, 1.97, 1.97
43, 1.9, 1.9
44, 1.92, 1.92
45, 2.04, 2.04
46, 1.71, 1.71
47, 2.12, 2.12
48, 2.34, 2.34
49, 2.19, 2.19
50, 2.64, 2.64
51, 2.68, 2.68
52, 2.34, 2.34
53, 2.4, 2.4
54, 2.27, 2.27
55, 2.46, 2.46
56, 2.38, 2.38
57, 2.42, 2.42
58, 2.3, 2.3
59, 2.28, 2.28
60, 2.2, 2.2
61, 2.67, 2.67
62, 2.45, 2.45
63, 2.23, 2.23
64, 2.29, 2.29
65, 2.31, 2.31
66, 2.1, 2.1
67, 2.13, 2.13
68, 1.83, 1.83
69, 1.61, 1.61
70, 1.83, 1.83
71, 1.54, 1.54
72, 1.53, 1.53
73, 1.33, 1.33
74, 1.26, 1.26
75, 1.07, 1.07
76, 0.99, 0.99
77, 1.01, 1.01
78, 0.8, 0.8
79, 0.74, 0.74
80, 0.62, 0.62
81, 0.6, 0.6
82, 0.53, 0.53
83, 0.46, 0.46
84, 0.49, 0.49
85, 0.4, 0.4
86, 0.33, 0.33
87, 0.32, 0.32
88, 0.16, 0.16
89, 0.14, 0.14
90, 0.16, 0.16
91, 0.16, 0.16
92, 0.16, 0.16
93, 0.07, 0.07
94, 0.09, 0.09
95, 0.05, 0.05
96, 0.07, 0.07
97, 0.03, 0.03
98, 0.04, 0.04
99, 0.04, 0.04
100, 0.01, 0.01
