age, man, woman
8, 0.03, 0.03
9, 0, 0
10, 0.02, 0.02
11, 0.01, 0.01
12, 0.07, 0.07
13, 0.04, 0.04
14, 0.1, 0.1
15, 0.09, 0.09
16, 0.1, 0.1
17, 0.11, 0.11
18, 0.21, 0.21
19, 0.19, 0.19
20, 0.26, 0.26
21, 0.35, 0.35
22, 0.33, 0.33
23, 0.33, 0.33
24, 0.34, 0.34
25, 0.51, 0.51
26, 0.58, 0.58
27, 0.66, 0.66
28, 0.73, 0.73
29, 0.72, 0.72
30, 0.76, 0.76
31, 0.83, 0.83
32, 0.96, 0.96
33, 0.84, 0.84
34, 1.09, 1.09
35, 1.14, 1.14
36, 1.38, 1.38
37, 1.26, 1.26
38, 1.41, 1.41
39, 1.4, 1.4
40, 1.51, 1.51
41, 1.49, 1.49
42, 1.84, 1.84
43, 1.82, 1.82
44, 2.15, 2.15
45, 1.93, 1.93
46, 2.25, 2.25
47, 1.91, 1.91
48, 2.36, 2.36
49, 2.39, 2.39
50, 2.01, 2.01
51, 2.29, 2.29
52, 2.61, 2.61
53, 2.32, 2.32
54, 2.24, 2.24
55, 2.43, 2.43
56, 2.76, 2.76
57, 2.5, 2.5
58, 2.6, 2.6
59, 2.43, 2.43
60, 2.38, 2.38
61, 2.14, 2.14
62, 2.45, 2.45
63, 2.37, 2.37
64, 2.3, 2.3
65, 2.2, 2.2
66, 1.71, 1.71
67, 2.1, 2.1
68, 2.11, 2.11
69, 2.1, 2.1
70, 1.63, 1.63
71, 1.41, 1.41
72, 1.59, 1.59
73, 1.37, 1.37
74, 1.18, 1.18
75, 1.13, 1.13
76, 1.06, 1.06
77, 1.05, 1.05
78, 0.96, 0.96
79, 0.89, 0.89
80, 0.69, 0.69
81, 0.53, 0.53
82, 0.57, 0.57
83, 0.45, 0.45
84, 0.31, 0.31
85, 0.45, 0.45
86, 0.28, 0.28
87, 0.26, 0.26
88, 0.39, 0.39
89, 0.3, 0.3
90, 0.2, 0.2
91, 0.15, 0.15
92, 0.13, 0.13
93, 0.13, 0.13
94, 0.03, 0.03
95, 0.02, 0.02
96, 0.1, 0.1
97, 0.03, 0.03
98, 0.02, 0.02
99, 0.02, 0.02
100, 0.02, 0.02
