age, man, woman
8, 0.04, 0.04
9, 0.04, 0.04
10, 0.08, 0.08
11, 0.09, 0.09
12, 0.08, 0.08
13, 0.16, 0.16
14, 0.17, 0.17
15, 0.26, 0.26
16, 0.22, 0.22
17, 0.33, 0.33
18, 0.37, 0.37
19, 0.33, 0.33
20, 0.36, 0.36
21, 0.41, 0.41
22, 0.59, 0.59
23, 0.54, 0.54
24, 0.58, 0.58
25, 0.86, 0.86
26, 0.54, 0.54
27, 0.63, 0.63
28, 0.88, 0.88
29, 0.87, 0.87
30, 1.02, 1.02
31, 1.18, 1.18
32, 0.9, 0.9
33, 1.09, 1.09
34, 1.18, 1.18
35, 1.21, 1.21
36, 1.32, 1.32
37, 1.39, 1.39
38, 1.61, 1.61
39, 1.54, 1.54
40, 1.62, 1.62
41, 1.79, 1.79
42, 1.75, 1.75
43, 1.85, 1.85
44, 1.9, 1.9
45, 2.09, 2.09
46, 1.89, 1.89
47, 1.93, 1.93
48, 2.16, 2.16
49, 2.1, 2.1
50, 2.03, 2.03
51, 1.83, 1.83
52, 2.04, 2.04
53, 2.06, 2.06
54, 2.23, 2.23
55, 2.17, 2.17
56, 2.12, 2.12
57, 2.08, 2.08
58, 2.23, 2.23
59, 2.18, 2.18
60, 1.95, 1.95
61, 1.95, 1.95
62, 2, 2
63, 2.15, 2.15
64, 1.87, 1.87
65, 1.97, 1.97
66, 1.86, 1.86
67, 1.67, 1.67
68, 1.65, 1.65
69, 1.6, 1.6
70, 1.37, 1.37
71, 1.39, 1.39
72, 1.59, 1.59
73, 1.41, 1.41
74, 1.25, 1.25
75, 1.25, 1.25
76, 1.17, 1.17
77, 1.03, 1.03
78, 1.07, 1.07
79, 0.78, 0.78
80, 0.66, 0.66
81, 0.65, 0.65
82, 0.85, 0.85
83, 0.67, 0.67
84, 0.69, 0.69
85, 0.52, 0.52
86, 0.49, 0.49
87, 0.43, 0.43
88, 0.36, 0.36
89, 0.34, 0.34
90, 0.26, 0.26
91, 0.3, 0.3
92, 0.22, 0.22
93, 0.24, 0.24
94, 0.11, 0.11
95, 0.17, 0.17
96, 0.23, 0.23
97, 0.12, 0.12
98, 0.14, 0.14
99, 0.05, 0.05
100, 0.04, 0.04
