age, man, woman
8, 0.02, 0.02
9, 0.04, 0.04
10, 0.04, 0.04
11, 0.04, 0.04
12, 0.08, 0.08
13, 0.08, 0.08
14, 0.12, 0.12
15, 0.1, 0.1
16, 0.1, 0.1
17, 0.18, 0.18
18, 0.13, 0.13
19, 0.15, 0.15
20, 0.19, 0.19
21, 0.36, 0.36
22, 0.34, 0.34
23, 0.49, 0.49
24, 0.39, 0.39
25, 0.26, 0.26
26, 0.47, 0.47
27, 0.58, 0.58
28, 0.59, 0.59
29, 0.72, 0.72
30, 0.74, 0.74
31, 0.86, 0.86
32, 1.06, 1.06
33, 0.97, 0.97
34, 1.18, 1.18
35, 1.07, 1.07
36, 1.12, 1.12
37, 1.39, 1.39
38, 1.31, 1.31
39, 1.78, 1.78
40, 1.58, 1.58
41, 1.63, 1.63
42, 1.77, 1.77
43, 1.93, 1.93
44, 1.76, 1.76
45, 2.09, 2.09
46, 2.13, 2.13
47, 2.09, 2.09
48, 2.39, 2.39
49, 2.14, 2.14
50, 2.27, 2.27
51, 2.55, 2.55
52, 2.53, 2.53
53, 2.23, 2.23
54, 2.27, 2.27
55, 2.45, 2.45
56, 2.75, 2.75
57, 2.2, 2.2
58, 2.61, 2.61
59, 2.67, 2.67
60, 2.52, 2.52
61, 2.12, 2.12
62, 2.35, 2.35
63, 2.64, 2.64
64, 2.35, 2.35
65, 2.08, 2.08
66, 2.06, 2.06
67, 2.02, 2.02
68, 1.95, 1.95
69, 1.77, 1.77
70, 1.68, 1.68
71, 1.73, 1.73
72, 1.43, 1.43
73, 1.24, 1.24
74, 1.26, 1.26
75, 1.18, 1.18
76, 1.07, 1.07
77, 0.99, 0.99
78, 0.83, 0.83
79, 0.87, 0.87
80, 0.58, 0.58
81, 0.66, 0.66
82, 0.56, 0.56
83, 0.53, 0.53
84, 0.32, 0.32
85, 0.25, 0.25
86, 0.27, 0.27
87, 0.18, 0.18
88, 0.26, 0.26
89, 0.15, 0.15
90, 0.25, 0.25
91, 0.17, 0.17
92, 0.15, 0.15
93, 0.09, 0.09
94, 0.13, 0.13
95, 0.1, 0.1
96, 0.03, 0.03
97, 0.05, 0.05
98, 0.04, 0.04
99, 0.01, 0.01
100, 0.02, 0.02
