age, man, woman
8, 1.58, 1.58
9, 1.38, 1.38
10, 1.48, 1.48
11, 1.66, 1.66
12, 1.56, 1.56
13, 1.4, 1.4
14, 1.33, 1.33
15, 1.1, 1.1
16, 1.21, 1.21
17, 1.17, 1.17
18, 1.47, 1.47
19, 1.22, 1.22
20, 1.32, 1.32
21, 1.12, 1.12
22, 1.13, 1.13
23, 1.2, 1.2
24, 1.05, 1.05
25, 0.94, 0.94
26, 1.21, 1.21
27, 1.09, 1.09
28, 0.92, 0.92
29, 1.09, 1.09
30, 0.94, 0.94
31, 0.94, 0.94
32, 0.99, 0.99
33, 0.85, 0.85
34, 0.85, 0.85
35, 0.72, 0.72
36, 0.74, 0.74
37, 0.61, 0.61
38, 0.76, 0.76
39, 0.6, 0.6
40, 0.83, 0.83
41, 0.87, 0.87
42, 0.94, 0.94
43, 0.78, 0.78
44, 0.69, 0.69
45, 0.69, 0.69
46, 0.79, 0.79
47, 0.7, 0.7
48, 0.88, 0.88
49, 0.91, 0.91
50, 0.82, 0.82
51, 0.59, 0.59
52, 0.66, 0.66
53, 0.62, 0.62
54, 0.59, 0.59
55, 0.62, 0.62
56, 0.69, 0.69
57, 0.71, 0.71
58, 0.59, 0.59
59, 0.7, 0.7
60, 0.64, 0.64
61, 0.56, 0.56
62, 0.62, 0.62
63, 0.53, 0.53
64, 0.51, 0.51
65, 0.58, 0.58
66, 0.55, 0.55
67, 0.42, 0.42
68, 0.56, 0.56
69, 0.51, 0.51
70, 0.55, 0.55
71, 0.53, 0.53
72, 0.5, 0.5
73, 0.51, 0.51
74, 0.39, 0.39
75, 0.36, 0.36
76, 0.48, 0.48
77, 0.38, 0.38
78, 0.37, 0.37
79, 0.38, 0.38
80, 0.4, 0.4
81, 0.34, 0.34
82, 0.42, 0.42
83, 0.47, 0.47
84, 0.42, 0.42
85, 0.48, 0.48
86, 0.42, 0.42
87, 0.32, 0.32
88, 0.44, 0.44
89, 0.32, 0.32
90, 0.37, 0.37
91, 0.39, 0.39
92, 0.26, 0.26
93, 0.4, 0.4
94, 0.33, 0.33
95, 0.38, 0.38
96, 0.34, 0.34
97, 0.34, 0.34
98, 0.33, 0.33
99, 0.39, 0.39
100, 0.23, 0.23
