age, man, woman
8, 1.14, 1.14
9, 1.03, 1.03
10, 1.12, 1.12
11, 1.25, 1.25
12, 1.32, 1.32
13, 1.19, 1.19
14, 1.17, 1.17
15, 1.34, 1.34
16, 1.31, 1.31
17, 1.22, 1.22
18, 1.17, 1.17
19, 1.15, 1.15
20, 1.15, 1.15
21, 1.4, 1.4
22, 1.02, 1.02
23, 1.22, 1.22
24, 1.39, 1.39
25, 1.26, 1.26
26, 1.29, 1.29
27, 1.03, 1.03
28, 1.19, 1.19
29, 1.13, 1.13
30, 0.92, 0.92
31, 1.41, 1.41
32, 1.11, 1.11
33, 1.21, 1.21
34, 0.99, 0.99
35, 1.12, 1.12
36, 1.17, 1.17
37, 0.94, 0.94
38, 1.09, 1.09
39, 1.01, 1.01
40, 0.94, 0.94
41, 0.91, 0.91
42, 1.11, 1.11
43, 0.96, 0.96
44, 1.09, 1.09
45, 1.02, 1.02
46, 0.87, 0.87
47, 0.87, 0.87
48, 1.03, 1.03
49, 0.93, 0.93
50, 0.78, 0.78
51, 0.88, 0.88
52, 0.82, 0.82
53, 0.93, 0.93
54, 0.85, 0.85
55, 0.87, 0.87
56, 0.85, 0.85
57, 0.88, 0.88
58, 0.82, 0.82
59, 0.72, 0.72
60, 0.88, 0.88
61, 0.7, 0.7
62, 0.56, 0.56
63, 0.74, 0.74
64, 0.82, 0.82
65, 0.64, 0.64
66, 0.62, 0.62
67, 0.75, 0.75
68, 0.62, 0.62
69, 0.64, 0.64
70, 0.6, 0.6
71, 0.58, 0.58
72, 0.62, 0.62
73, 0.58, 0.58
74, 0.6, 0.6
75, 0.48, 0.48
76, 0.6, 0.6
77, 0.6, 0.6
78, 0.51, 0.51
79, 0.69, 0.69
80, 0.5, 0.5
81, 0.45, 0.45
82, 0.55, 0.55
83, 0.5, 0.5
84, 0.45, 0.45
85, 0.41, 0.41
86, 0.53, 0.53
87, 0.34, 0.34
88, 0.43, 0.43
89, 0.41, 0.41
90, 0.52, 0.52
91, 0.52, 0.52
92, 0.37, 0.37
93, 0.33, 0.33
94, 0.4, 0.4
95, 0.47, 0.47
96, 0.41, 0.41
97, 0.36, 0.36
98, 0.54, 0.54
99, 0.33, 0.33
100, 0.41, 0.41
