age, man, woman
8, 0.02, 0.02
9, 0.02, 0.02
10, 0.06, 0.06
11, 0.04, 0.04
12, 0.05, 0.05
13, 0.05, 0.05
14, 0.06, 0.06
15, 0.11, 0.11
16, 0.14, 0.14
17, 0.15, 0.15
18, 0.17, 0.17
19, 0.23, 0.23
20, 0.22, 0.22
21, 0.22, 0.22
22, 0.32, 0.32
23, 0.34, 0.34
24, 0.32, 0.32
25, 0.42, 0.42
26, 0.54, 0.54
27, 0.59, 0.59
28, 0.51, 0.51
29, 0.7, 0.7
30, 0.72, 0.72
31, 0.87, 0.87
32, 0.97, 0.97
33, 1.05, 1.05
34, 1.24, 1.24
35, 1.06, 1.06
36, 1.13, 1.13
37, 1.41, 1.41
38, 1.17, 1.17
39, 1.54, 1.54
40, 1.49, 1.49
41, 1.62, 1.62
42, 1.72, 1.72
43, 1.81, 1.81
44, 2.06, 2.06
45, 2.07, 2.07
46, 1.99, 1.99
47, 2.29, 2.29
48, 2.42, 2.42
49, 2.19, 2.19
50, 2.46, 2.46
51, 2.21, 2.21
52, 2.31, 2.31
53, 2.46, 2.46
54, 2.35, 2.35
55, 2.54, 2.54
56, 2.52, 2.52
57, 2.49, 2.49
58, 2.56, 2.56
59, 2.49, 2.49
60, 2.43, 2.43
61, 2.25, 2.25
62, 2.32, 2.32
63, 2.76, 2.76
64, 2.21, 2.21
65, 2.09, 2.09
66, 2.03, 2.03
67, 2.05, 2.05
68, 1.94, 1.94
69, 1.96, 1.96
70, 1.49, 1.49
71, 1.54, 1.54
72, 1.54, 1.54
73, 1.41, 1.41
74, 1.13, 1.13
75, 1.17, 1.17
76, 1.14, 1.14
77, 0.95, 0.95
78, 1.05, 1.05
79, 0.79, 0.79
80, 0.84, 0.84
81, 0.58, 0.58
82, 0.47, 0.47
83, 0.44, 0.44
84, 0.34, 0.34
85, 0.44, 0.44
86, 0.38, 0.38
87, 0.32, 0.32
88, 0.29, 0.29
89, 0.28, 0.28
90, 0.18, 0.18
91, 0.21, 0.21
92, 0.08, 0.08
93, 0.12, 0.12
94, 0.06, 0.06
95, 0.04, 0.04
96, 0.03, 0.03
97, 0.02, 0.02
98, 0.01, 0.01
99, 0.01, 0.01
100, 0.01, 0.01
