age, man, woman
8, 0.01, 0.01
9, 0, 0
10, 0, 0
11, 0.01, 0.01
12, 0.07, 0.07
13, 0.05, 0.05
14, 0.02, 0.02
15, 0.04, 0.04
16, 0.03, 0.03
17, 0.08, 0.08
18, 0.13, 0.13
19, 0.15, 0.15
20, 0.17, 0.17
21, 0.12, 0.12
22, 0.12, 0.12
23, 0.24, 0.24
24, 0.17, 0.17
25, 0.27, 0.27
26, 0.28, 0.28
27, 0.5, 0.5
28, 0.42, 0.42
29, 0.46, 0.46
30, 0.61, 0.61
31, 0.47, 0.47
32, 0.83, 0.83
33, 0.7, 0.7
34, 0.92, 0.92
35, 0.84, 0.84
36, 1.15, 1.15
37, 1.15, 1.15
38, 1.11, 1.11
39, 1.41, 1.41
40, 1.33, 1.33
41, 1.74, 1.74
42, 1.59, 1.59
43, 1.76, 1.76
44, 1.8, 1.8
45, 2.07, 2.07
46, 2.01, 2.01
47, 2.31, 2.31
48, 2.27, 2.27
49, 2.5, 2.5
50, 2.51, 2.51
51, 2.58, 2.58
52, 2.73, 2.73
53, 2.43, 2.43
54, 2.85, 2.85
55, 3.15, 3.15
56, 2.89, 2.89
57, 2.84, 2.84
58, 2.83, 2.83
59, 3.05, 3.05
60, 3.13, 3.13
61, 2.8, 2.8
62, 2.78, 2.78
63, 2.72, 2.72
64, 2.46, 2.46
65, 2.26, 2.26
66, 2.47, 2.47
67, 2.19, 2.19
68, 2.02, 2.02
69, 2.14, 2.14
70, 1.71, 1.71
71, 1.64, 1.64
72, 1.82, 1.82
73, 1.44, 1.44
74, 1.24, 1.24
75, 1.08, 1.08
76, 0.94, 0.94
77, 0.84, 0.84
78, 0.72, 0.72
79, 0.74, 0.74
80, 0.55, 0.55
81, 0.51, 0.51
82, 0.44, 0.44
83, 0.33, 0.33
84, 0.29, 0.29
85, 0.22, 0.22
86, 0.12, 0.12
87, 0.19, 0.19
88, 0.05, 0.05
89, 0.13, 0.13
90, 0.06, 0.06
91, 0.06, 0.06
92, 0.05, 0.05
93, 0.02, 0.02
94, 0.01, 0.01
95, 0.02, 0.02
96, 0.02, 0.02
97, 0, 0
98, 0, 0
99, 0.02, 0.02
100, 0, 0
